CODE,DAY-RANGE,HOUR-RANGE,PREPARATION-BUFFER,PREPARATION-TIME,STRATEGY
592110,THURSDAY-THURSDAY,19-21,2,15,OPS_TEMPORARY
592110,THURSDAY-THURSDAY,22-23,2,13,OPS_TEMPORARY
592110,TUESDAY-TUESDAY,0-11,2,15,OPS_TEMPORARY
592110,TUESDAY-TUESDAY,12-14,2,15,OPS_TEMPORARY
592110,TUESDAY-TUESDAY,15-18,2,15,OPS_TEMPORARY
592110,TUESDAY-TUESDAY,19-21,2,15,OPS_TEMPORARY
592110,TUESDAY-TUESDAY,22-23,2,15,OPS_TEMPORARY
592110,WEDNESDAY-WEDNESDAY,0-11,2,15,OPS_TEMPORARY
592110,WEDNESDAY-WEDNESDAY,12-14,2,14,OPS_TEMPORARY
592110,WEDNESDAY-WEDNESDAY,15-18,2,15,OPS_TEMPORARY
592110,WEDNESDAY-WEDNESDAY,19-21,2,15,OPS_TEMPORARY
592110,WEDNESDAY-WEDNESDAY,22-23,2,15,OPS_TEMPORARY
597304,FRIDAY-FRIDAY,0-11,2,9,OPS_TEMPORARY
597304,FRIDAY-FRIDAY,12-14,2,9,OPS_TEMPORARY
597304,FRIDAY-FRIDAY,15-18,2,9,OPS_TEMPORARY
597304,FRIDAY-FRIDAY,19-21,2,9,OPS_TEMPORARY
597304,FRIDAY-FRIDAY,22-23,2,9,OPS_TEMPORARY
597304,MONDAY-MONDAY,0-11,2,9,OPS_TEMPORARY
597304,MONDAY-MONDAY,12-14,2,9,OPS_TEMPORARY
597304,MONDAY-MONDAY,15-18,2,9,OPS_TEMPORARY
597304,MONDAY-MONDAY,19-21,2,9,OPS_TEMPORARY
597304,MONDAY-MONDAY,22-23,2,9,OPS_TEMPORARY
597304,SATURDAY-SATURDAY,0-11,2,9,OPS_TEMPORARY
597304,SATURDAY-SATURDAY,12-14,2,9,OPS_TEMPORARY
597304,SATURDAY-SATURDAY,15-18,2,9,OPS_TEMPORARY
597304,SATURDAY-SATURDAY,19-21,2,9,OPS_TEMPORARY
597304,SATURDAY-SATURDAY,22-23,2,9,OPS_TEMPORARY
597304,SUNDAY-SUNDAY,0-11,2,9,OPS_TEMPORARY
597304,SUNDAY-SUNDAY,12-14,2,9,OPS_TEMPORARY
597304,SUNDAY-SUNDAY,15-18,2,9,OPS_TEMPORARY
597304,SUNDAY-SUNDAY,19-21,2,9,OPS_TEMPORARY
597304,SUNDAY-SUNDAY,22-23,2,9,OPS_TEMPORARY
597304,THURSDAY-THURSDAY,0-11,2,9,OPS_TEMPORARY
597304,THURSDAY-THURSDAY,12-14,2,9,OPS_TEMPORARY
597304,THURSDAY-THURSDAY,15-18,2,9,OPS_TEMPORARY
597304,THURSDAY-THURSDAY,19-21,2,9,OPS_TEMPORARY
597304,THURSDAY-THURSDAY,22-23,2,9,OPS_TEMPORARY
597304,TUESDAY-TUESDAY,0-11,2,9,OPS_TEMPORARY
597304,TUESDAY-TUESDAY,12-14,2,9,OPS_TEMPORARY
597304,TUESDAY-TUESDAY,15-18,2,9,OPS_TEMPORARY
597304,TUESDAY-TUESDAY,19-21,2,9,OPS_TEMPORARY
597304,TUESDAY-TUESDAY,22-23,2,9,OPS_TEMPORARY
597304,WEDNESDAY-WEDNESDAY,0-11,2,9,OPS_TEMPORARY
597304,WEDNESDAY-WEDNESDAY,12-14,2,9,OPS_TEMPORARY
597304,WEDNESDAY-WEDNESDAY,15-18,2,9,OPS_TEMPORARY
597304,WEDNESDAY-WEDNESDAY,19-21,2,9,OPS_TEMPORARY
597304,WEDNESDAY-WEDNESDAY,22-23,2,9,OPS_TEMPORARY
7462,FRIDAY-FRIDAY,0-11,2,17,OPS_TEMPORARY
7462,FRIDAY-FRIDAY,12-14,2,17,OPS_TEMPORARY
7462,FRIDAY-FRIDAY,15-18,2,17,OPS_TEMPORARY
7462,FRIDAY-FRIDAY,19-21,2,17,OPS_TEMPORARY
7462,FRIDAY-FRIDAY,22-23,2,17,OPS_TEMPORARY
7462,MONDAY-MONDAY,0-11,2,17,OPS_TEMPORARY
7462,MONDAY-MONDAY,12-14,2,17,OPS_TEMPORARY
7462,MONDAY-MONDAY,15-18,2,17,OPS_TEMPORARY
7462,MONDAY-MONDAY,19-21,2,17,OPS_TEMPORARY
7462,MONDAY-MONDAY,22-23,2,17,OPS_TEMPORARY
7462,SATURDAY-SATURDAY,0-11,2,17,OPS_TEMPORARY
7462,SATURDAY-SATURDAY,12-14,2,17,OPS_TEMPORARY
7462,SATURDAY-SATURDAY,15-18,2,17,OPS_TEMPORARY
7462,SATURDAY-SATURDAY,19-21,2,17,OPS_TEMPORARY
7462,SATURDAY-SATURDAY,22-23,2,17,OPS_TEMPORARY
7462,SUNDAY-SUNDAY,0-11,2,17,OPS_TEMPORARY
7462,SUNDAY-SUNDAY,12-14,2,17,OPS_TEMPORARY
7462,SUNDAY-SUNDAY,15-18,2,17,OPS_TEMPORARY
7462,SUNDAY-SUNDAY,19-21,2,17,OPS_TEMPORARY
7462,SUNDAY-SUNDAY,22-23,2,17,OPS_TEMPORARY
7462,THURSDAY-THURSDAY,0-11,2,17,OPS_TEMPORARY
7462,THURSDAY-THURSDAY,12-14,2,16,OPS_TEMPORARY
7462,THURSDAY-THURSDAY,15-18,2,17,OPS_TEMPORARY
7462,THURSDAY-THURSDAY,19-21,2,16,OPS_TEMPORARY
7462,THURSDAY-THURSDAY,22-23,2,17,OPS_TEMPORARY
7462,TUESDAY-TUESDAY,0-11,2,16,OPS_TEMPORARY
7462,TUESDAY-TUESDAY,12-14,2,17,OPS_TEMPORARY
7462,TUESDAY-TUESDAY,15-18,2,16,OPS_TEMPORARY
7462,TUESDAY-TUESDAY,19-21,2,17,OPS_TEMPORARY
7462,TUESDAY-TUESDAY,22-23,2,16,OPS_TEMPORARY
7462,WEDNESDAY-WEDNESDAY,0-11,2,17,OPS_TEMPORARY
7462,WEDNESDAY-WEDNESDAY,12-14,2,14,OPS_TEMPORARY
7462,WEDNESDAY-WEDNESDAY,15-18,2,17,OPS_TEMPORARY
7462,WEDNESDAY-WEDNESDAY,19-21,2,17,OPS_TEMPORARY
7462,WEDNESDAY-WEDNESDAY,22-23,2,17,OPS_TEMPORARY
