CODE,DAY-RANGE,HOUR-RANGE,PREPARATION-BUFFER,PREPARATION-TIME,STRATEGY
491444,SUNDAY-SUNDAY,0-11,2,12,OPS_TEMPORARY
491444,SUNDAY-SUNDAY,12-14,2,12,OPS_TEMPORARY
491444,SUNDAY-SUNDAY,15-18,2,12,OPS_TEMPORARY
491444,SUNDAY-SUNDAY,19-21,2,12,OPS_TEMPORARY
491444,SUNDAY-SUNDAY,22-23,2,12,OPS_TEMPORARY
491444,THURSDAY-THURSDAY,0-11,2,10,OPS_TEMPORARY
491444,THURSDAY-THURSDAY,12-14,2,10,OPS_TEMPORARY
491444,THURSDAY-THURSDAY,15-18,2,10,OPS_TEMPORARY
491444,THURSDAY-THURSDAY,19-21,2,10,OPS_TEMPORARY
491444,THURSDAY-THURSDAY,22-23,2,10,OPS_TEMPORARY
491444,TUESDAY-TUESDAY,0-11,2,12,OPS_TEMPORARY
491444,TUESDAY-TUESDAY,12-14,2,12,OPS_TEMPORARY
491444,TUESDAY-TUESDAY,15-18,2,12,OPS_TEMPORARY
491444,TUESDAY-TUESDAY,19-21,2,12,OPS_TEMPORARY
491444,TUESDAY-TUESDAY,22-23,2,12,OPS_TEMPORARY
491444,WEDNESDAY-WEDNESDAY,0-11,2,10,OPS_TEMPORARY
491444,WEDNESDAY-WEDNESDAY,12-14,2,10,OPS_TEMPORARY
491444,WEDNESDAY-WEDNESDAY,15-18,2,10,OPS_TEMPORARY
491444,WEDNESDAY-WEDNESDAY,19-21,2,10,OPS_TEMPORARY
491444,WEDNESDAY-WEDNESDAY,22-23,2,10,OPS_TEMPORARY
491445,FRIDAY-FRIDAY,0-11,2,12,OPS_TEMPORARY
491445,FRIDAY-FRIDAY,12-14,2,12,OPS_TEMPORARY
491445,FRIDAY-FRIDAY,15-18,2,12,OPS_TEMPORARY
491445,FRIDAY-FRIDAY,19-21,2,12,OPS_TEMPORARY
491445,FRIDAY-FRIDAY,22-23,2,12,OPS_TEMPORARY
491445,MONDAY-MONDAY,0-11,2,12,OPS_TEMPORARY
491445,MONDAY-MONDAY,12-14,2,12,OPS_TEMPORARY
491445,MONDAY-MONDAY,15-18,2,12,OPS_TEMPORARY
491445,MONDAY-MONDAY,19-21,2,12,OPS_TEMPORARY
491445,MONDAY-MONDAY,22-23,2,12,OPS_TEMPORARY
491445,SATURDAY-SATURDAY,0-11,2,12,OPS_TEMPORARY
491445,SATURDAY-SATURDAY,12-14,2,12,OPS_TEMPORARY
491445,SATURDAY-SATURDAY,15-18,2,12,OPS_TEMPORARY
491445,SATURDAY-SATURDAY,19-21,2,12,OPS_TEMPORARY
491445,SATURDAY-SATURDAY,22-23,2,12,OPS_TEMPORARY
491445,SUNDAY-SUNDAY,0-11,2,12,OPS_TEMPORARY
491445,SUNDAY-SUNDAY,12-14,2,12,OPS_TEMPORARY
491445,SUNDAY-SUNDAY,15-18,2,12,OPS_TEMPORARY
491445,SUNDAY-SUNDAY,19-21,2,12,OPS_TEMPORARY
491445,SUNDAY-SUNDAY,22-23,2,12,OPS_TEMPORARY
491445,THURSDAY-THURSDAY,0-11,2,12,OPS_TEMPORARY
491445,THURSDAY-THURSDAY,12-14,2,12,OPS_TEMPORARY
491445,THURSDAY-THURSDAY,15-18,2,12,OPS_TEMPORARY
491445,THURSDAY-THURSDAY,19-21,2,12,OPS_TEMPORARY
491445,THURSDAY-THURSDAY,22-23,2,12,OPS_TEMPORARY
491445,TUESDAY-TUESDAY,0-11,2,12,OPS_TEMPORARY
491445,TUESDAY-TUESDAY,12-14,2,12,OPS_TEMPORARY
491445,TUESDAY-TUESDAY,15-18,2,12,OPS_TEMPORARY
491445,TUESDAY-TUESDAY,19-21,2,12,OPS_TEMPORARY
491445,TUESDAY-TUESDAY,22-23,2,12,OPS_TEMPORARY
491445,WEDNESDAY-WEDNESDAY,0-11,2,12,OPS_TEMPORARY
491445,WEDNESDAY-WEDNESDAY,12-14,2,12,OPS_TEMPORARY
491445,WEDNESDAY-WEDNESDAY,15-18,2,12,OPS_TEMPORARY
491445,WEDNESDAY-WEDNESDAY,19-21,2,12,OPS_TEMPORARY
491445,WEDNESDAY-WEDNESDAY,22-23,2,12,OPS_TEMPORARY
497518,FRIDAY-FRIDAY,0-11,2,6,OPS_TEMPORARY
497518,FRIDAY-FRIDAY,12-14,2,6,OPS_TEMPORARY
497518,FRIDAY-FRIDAY,15-18,2,6,OPS_TEMPORARY
497518,FRIDAY-FRIDAY,19-21,2,6,OPS_TEMPORARY
497518,FRIDAY-FRIDAY,22-23,2,6,OPS_TEMPORARY
497518,MONDAY-MONDAY,0-11,2,5,OPS_TEMPORARY
497518,MONDAY-MONDAY,12-14,2,5,OPS_TEMPORARY
497518,MONDAY-MONDAY,15-18,2,5,OPS_TEMPORARY
497518,MONDAY-MONDAY,19-21,2,6,OPS_TEMPORARY
497518,MONDAY-MONDAY,22-23,2,5,OPS_TEMPORARY
497518,SATURDAY-SATURDAY,0-11,2,6,OPS_TEMPORARY
497518,SATURDAY-SATURDAY,12-14,2,6,OPS_TEMPORARY
497518,SATURDAY-SATURDAY,15-18,2,6,OPS_TEMPORARY
497518,SATURDAY-SATURDAY,19-21,2,6,OPS_TEMPORARY
497518,SATURDAY-SATURDAY,22-23,2,6,OPS_TEMPORARY
497518,SUNDAY-SUNDAY,0-11,2,6,OPS_TEMPORARY
497518,SUNDAY-SUNDAY,12-14,2,6,OPS_TEMPORARY
497518,SUNDAY-SUNDAY,15-18,2,6,OPS_TEMPORARY
497518,SUNDAY-SUNDAY,19-21,2,6,OPS_TEMPORARY
497518,SUNDAY-SUNDAY,22-23,2,6,OPS_TEMPORARY
497518,THURSDAY-THURSDAY,0-11,2,6,OPS_TEMPORARY
497518,THURSDAY-THURSDAY,12-14,2,6,OPS_TEMPORARY
497518,THURSDAY-THURSDAY,15-18,2,6,OPS_TEMPORARY
497518,THURSDAY-THURSDAY,19-21,2,6,OPS_TEMPORARY
497518,THURSDAY-THURSDAY,22-23,2,6,OPS_TEMPORARY
497518,TUESDAY-TUESDAY,0-11,2,5,OPS_TEMPORARY
497518,TUESDAY-TUESDAY,12-14,2,5,OPS_TEMPORARY
497518,TUESDAY-TUESDAY,15-18,2,5,OPS_TEMPORARY
497518,TUESDAY-TUESDAY,19-21,2,6,OPS_TEMPORARY
497518,TUESDAY-TUESDAY,22-23,2,5,OPS_TEMPORARY
497518,WEDNESDAY-WEDNESDAY,0-11,2,6,OPS_TEMPORARY
497518,WEDNESDAY-WEDNESDAY,12-14,2,6,OPS_TEMPORARY
497518,WEDNESDAY-WEDNESDAY,15-18,2,6,OPS_TEMPORARY
497518,WEDNESDAY-WEDNESDAY,19-21,2,6,OPS_TEMPORARY
497518,WEDNESDAY-WEDNESDAY,22-23,2,6,OPS_TEMPORARY
521112,FRIDAY-FRIDAY,0-11,2,19,OPS_TEMPORARY
521112,FRIDAY-FRIDAY,12-14,2,19,OPS_TEMPORARY
521112,FRIDAY-FRIDAY,15-18,2,19,OPS_TEMPORARY
521112,FRIDAY-FRIDAY,19-21,2,19,OPS_TEMPORARY
521112,FRIDAY-FRIDAY,22-23,2,19,OPS_TEMPORARY
521112,MONDAY-MONDAY,0-11,2,16,OPS_TEMPORARY
521112,MONDAY-MONDAY,12-14,2,19,OPS_TEMPORARY
521112,MONDAY-MONDAY,15-18,2,16,OPS_TEMPORARY
521112,MONDAY-MONDAY,19-21,2,19,OPS_TEMPORARY
521112,MONDAY-MONDAY,22-23,2,16,OPS_TEMPORARY
521112,SATURDAY-SATURDAY,0-11,2,19,OPS_TEMPORARY
521112,SATURDAY-SATURDAY,12-14,2,19,OPS_TEMPORARY
521112,SATURDAY-SATURDAY,15-18,2,19,OPS_TEMPORARY
521112,SATURDAY-SATURDAY,19-21,2,19,OPS_TEMPORARY
521112,SATURDAY-SATURDAY,22-23,2,19,OPS_TEMPORARY
521112,SUNDAY-SUNDAY,0-11,2,19,OPS_TEMPORARY
521112,SUNDAY-SUNDAY,12-14,2,19,OPS_TEMPORARY
521112,SUNDAY-SUNDAY,15-18,2,19,OPS_TEMPORARY
521112,SUNDAY-SUNDAY,19-21,2,19,OPS_TEMPORARY
521112,SUNDAY-SUNDAY,22-23,2,19,OPS_TEMPORARY
521112,THURSDAY-THURSDAY,0-11,2,14,OPS_TEMPORARY
521112,THURSDAY-THURSDAY,12-14,2,19,OPS_TEMPORARY
521112,THURSDAY-THURSDAY,15-18,2,14,OPS_TEMPORARY
521112,THURSDAY-THURSDAY,19-21,2,19,OPS_TEMPORARY
521112,THURSDAY-THURSDAY,22-23,2,14,OPS_TEMPORARY
521112,TUESDAY-TUESDAY,0-11,2,19,OPS_TEMPORARY
521112,TUESDAY-TUESDAY,12-14,2,17,OPS_TEMPORARY
521112,TUESDAY-TUESDAY,15-18,2,19,OPS_TEMPORARY
521112,TUESDAY-TUESDAY,19-21,2,19,OPS_TEMPORARY
521112,TUESDAY-TUESDAY,22-23,2,19,OPS_TEMPORARY
521112,WEDNESDAY-WEDNESDAY,0-11,2,18,OPS_TEMPORARY
521112,WEDNESDAY-WEDNESDAY,12-14,2,17,OPS_TEMPORARY
521112,WEDNESDAY-WEDNESDAY,15-18,2,18,OPS_TEMPORARY
521112,WEDNESDAY-WEDNESDAY,19-21,2,19,OPS_TEMPORARY
521112,WEDNESDAY-WEDNESDAY,22-23,2,18,OPS_TEMPORARY
521223,FRIDAY-FRIDAY,0-11,2,16,OPS_TEMPORARY
521223,FRIDAY-FRIDAY,12-14,2,16,OPS_TEMPORARY
521223,FRIDAY-FRIDAY,15-18,2,16,OPS_TEMPORARY
521223,FRIDAY-FRIDAY,19-21,2,16,OPS_TEMPORARY
521223,FRIDAY-FRIDAY,22-23,2,16,OPS_TEMPORARY
521223,MONDAY-MONDAY,0-11,2,16,OPS_TEMPORARY
521223,MONDAY-MONDAY,12-14,2,16,OPS_TEMPORARY
521223,MONDAY-MONDAY,15-18,2,16,OPS_TEMPORARY
521223,MONDAY-MONDAY,19-21,2,16,OPS_TEMPORARY
521223,MONDAY-MONDAY,22-23,2,16,OPS_TEMPORARY
521223,SATURDAY-SATURDAY,0-11,2,16,OPS_TEMPORARY
521223,SATURDAY-SATURDAY,12-14,2,16,OPS_TEMPORARY
521223,SATURDAY-SATURDAY,15-18,2,16,OPS_TEMPORARY
521223,SATURDAY-SATURDAY,19-21,2,16,OPS_TEMPORARY
521223,SATURDAY-SATURDAY,22-23,2,16,OPS_TEMPORARY
521223,SUNDAY-SUNDAY,0-11,2,16,OPS_TEMPORARY
521223,SUNDAY-SUNDAY,12-14,2,16,OPS_TEMPORARY
521223,SUNDAY-SUNDAY,15-18,2,16,OPS_TEMPORARY
521223,SUNDAY-SUNDAY,19-21,2,16,OPS_TEMPORARY
521223,SUNDAY-SUNDAY,22-23,2,16,OPS_TEMPORARY
521223,THURSDAY-THURSDAY,0-11,2,16,OPS_TEMPORARY
521223,THURSDAY-THURSDAY,12-14,2,16,OPS_TEMPORARY
521223,THURSDAY-THURSDAY,15-18,2,16,OPS_TEMPORARY
521223,THURSDAY-THURSDAY,19-21,2,16,OPS_TEMPORARY
521223,THURSDAY-THURSDAY,22-23,2,16,OPS_TEMPORARY
521223,TUESDAY-TUESDAY,0-11,2,16,OPS_TEMPORARY
521223,TUESDAY-TUESDAY,12-14,2,16,OPS_TEMPORARY
521223,TUESDAY-TUESDAY,15-18,2,16,OPS_TEMPORARY
521223,TUESDAY-TUESDAY,19-21,2,16,OPS_TEMPORARY
521223,TUESDAY-TUESDAY,22-23,2,16,OPS_TEMPORARY
521223,WEDNESDAY-WEDNESDAY,0-11,2,16,OPS_TEMPORARY
521223,WEDNESDAY-WEDNESDAY,12-14,2,16,OPS_TEMPORARY
521223,WEDNESDAY-WEDNESDAY,15-18,2,16,OPS_TEMPORARY
521223,WEDNESDAY-WEDNESDAY,19-21,2,16,OPS_TEMPORARY
521223,WEDNESDAY-WEDNESDAY,22-23,2,16,OPS_TEMPORARY
531058,FRIDAY-FRIDAY,0-11,2,8,OPS_TEMPORARY
531058,FRIDAY-FRIDAY,12-14,2,8,OPS_TEMPORARY
531058,FRIDAY-FRIDAY,15-18,2,8,OPS_TEMPORARY
531058,FRIDAY-FRIDAY,19-21,2,8,OPS_TEMPORARY
531058,FRIDAY-FRIDAY,22-23,2,8,OPS_TEMPORARY
531058,MONDAY-MONDAY,0-11,2,7,OPS_TEMPORARY
531058,MONDAY-MONDAY,12-14,2,8,OPS_TEMPORARY
531058,MONDAY-MONDAY,15-18,2,7,OPS_TEMPORARY
531058,MONDAY-MONDAY,19-21,2,8,OPS_TEMPORARY
531058,MONDAY-MONDAY,22-23,2,7,OPS_TEMPORARY
531058,SATURDAY-SATURDAY,0-11,2,8,OPS_TEMPORARY
531058,SATURDAY-SATURDAY,12-14,2,8,OPS_TEMPORARY
531058,SATURDAY-SATURDAY,15-18,2,8,OPS_TEMPORARY
531058,SATURDAY-SATURDAY,19-21,2,8,OPS_TEMPORARY
531058,SATURDAY-SATURDAY,22-23,2,8,OPS_TEMPORARY
531058,SUNDAY-SUNDAY,0-11,2,8,OPS_TEMPORARY
531058,SUNDAY-SUNDAY,12-14,2,8,OPS_TEMPORARY
531058,SUNDAY-SUNDAY,15-18,2,8,OPS_TEMPORARY
531058,SUNDAY-SUNDAY,19-21,2,8,OPS_TEMPORARY
531058,SUNDAY-SUNDAY,22-23,2,8,OPS_TEMPORARY
531058,THURSDAY-THURSDAY,0-11,2,6,OPS_TEMPORARY
531058,THURSDAY-THURSDAY,12-14,2,6,OPS_TEMPORARY
531058,THURSDAY-THURSDAY,15-18,2,6,OPS_TEMPORARY
531058,THURSDAY-THURSDAY,19-21,2,8,OPS_TEMPORARY
531058,THURSDAY-THURSDAY,22-23,2,6,OPS_TEMPORARY
531058,TUESDAY-TUESDAY,0-11,2,7,OPS_TEMPORARY
531058,TUESDAY-TUESDAY,12-14,2,5,OPS_TEMPORARY
531058,TUESDAY-TUESDAY,15-18,2,7,OPS_TEMPORARY
531058,TUESDAY-TUESDAY,19-21,2,8,OPS_TEMPORARY
531058,TUESDAY-TUESDAY,22-23,2,7,OPS_TEMPORARY
531058,WEDNESDAY-WEDNESDAY,0-11,2,6,OPS_TEMPORARY
531058,WEDNESDAY-WEDNESDAY,12-14,2,6,OPS_TEMPORARY
531058,WEDNESDAY-WEDNESDAY,15-18,2,6,OPS_TEMPORARY
531058,WEDNESDAY-WEDNESDAY,19-21,2,8,OPS_TEMPORARY
531058,WEDNESDAY-WEDNESDAY,22-23,2,6,OPS_TEMPORARY
559429,FRIDAY-FRIDAY,0-11,2,14,OPS_TEMPORARY
559429,FRIDAY-FRIDAY,12-14,2,14,OPS_TEMPORARY
559429,FRIDAY-FRIDAY,15-18,2,14,OPS_TEMPORARY
559429,FRIDAY-FRIDAY,19-21,2,14,OPS_TEMPORARY
559429,FRIDAY-FRIDAY,22-23,2,14,OPS_TEMPORARY
559429,MONDAY-MONDAY,0-11,2,14,OPS_TEMPORARY
559429,MONDAY-MONDAY,12-14,2,12,OPS_TEMPORARY
559429,MONDAY-MONDAY,15-18,2,14,OPS_TEMPORARY
559429,MONDAY-MONDAY,19-21,2,14,OPS_TEMPORARY
559429,MONDAY-MONDAY,22-23,2,14,OPS_TEMPORARY
559429,SATURDAY-SATURDAY,0-11,2,14,OPS_TEMPORARY
559429,SATURDAY-SATURDAY,12-14,2,14,OPS_TEMPORARY
559429,SATURDAY-SATURDAY,15-18,2,14,OPS_TEMPORARY
559429,SATURDAY-SATURDAY,19-21,2,14,OPS_TEMPORARY
559429,SATURDAY-SATURDAY,22-23,2,14,OPS_TEMPORARY
559429,SUNDAY-SUNDAY,0-11,2,14,OPS_TEMPORARY
559429,SUNDAY-SUNDAY,12-14,2,14,OPS_TEMPORARY
559429,SUNDAY-SUNDAY,15-18,2,14,OPS_TEMPORARY
559429,SUNDAY-SUNDAY,19-21,2,14,OPS_TEMPORARY
559429,SUNDAY-SUNDAY,22-23,2,14,OPS_TEMPORARY
559429,THURSDAY-THURSDAY,0-11,2,11,OPS_TEMPORARY
559429,THURSDAY-THURSDAY,12-14,2,14,OPS_TEMPORARY
559429,THURSDAY-THURSDAY,15-18,2,11,OPS_TEMPORARY
559429,THURSDAY-THURSDAY,19-21,2,14,OPS_TEMPORARY
559429,THURSDAY-THURSDAY,22-23,2,11,OPS_TEMPORARY
559429,TUESDAY-TUESDAY,0-11,2,12,OPS_TEMPORARY
559429,TUESDAY-TUESDAY,12-14,2,14,OPS_TEMPORARY
559429,TUESDAY-TUESDAY,15-18,2,12,OPS_TEMPORARY
559429,TUESDAY-TUESDAY,19-21,2,14,OPS_TEMPORARY
559429,TUESDAY-TUESDAY,22-23,2,12,OPS_TEMPORARY
559429,WEDNESDAY-WEDNESDAY,0-11,2,14,OPS_TEMPORARY
559429,WEDNESDAY-WEDNESDAY,12-14,2,12,OPS_TEMPORARY
559429,WEDNESDAY-WEDNESDAY,15-18,2,14,OPS_TEMPORARY
559429,WEDNESDAY-WEDNESDAY,19-21,2,14,OPS_TEMPORARY
559429,WEDNESDAY-WEDNESDAY,22-23,2,14,OPS_TEMPORARY
580144,FRIDAY-FRIDAY,0-11,2,17,OPS_TEMPORARY
580144,FRIDAY-FRIDAY,12-14,2,17,OPS_TEMPORARY
580144,FRIDAY-FRIDAY,15-18,2,17,OPS_TEMPORARY
580144,FRIDAY-FRIDAY,19-21,2,17,OPS_TEMPORARY
580144,FRIDAY-FRIDAY,22-23,2,17,OPS_TEMPORARY
580144,MONDAY-MONDAY,0-11,2,17,OPS_TEMPORARY
580144,MONDAY-MONDAY,12-14,2,17,OPS_TEMPORARY
580144,MONDAY-MONDAY,15-18,2,17,OPS_TEMPORARY
580144,MONDAY-MONDAY,19-21,2,17,OPS_TEMPORARY
580144,MONDAY-MONDAY,22-23,2,17,OPS_TEMPORARY
580144,SATURDAY-SATURDAY,0-11,2,17,OPS_TEMPORARY
580144,SATURDAY-SATURDAY,12-14,2,17,OPS_TEMPORARY
580144,SATURDAY-SATURDAY,15-18,2,17,OPS_TEMPORARY
580144,SATURDAY-SATURDAY,19-21,2,17,OPS_TEMPORARY
580144,SATURDAY-SATURDAY,22-23,2,17,OPS_TEMPORARY
580144,SUNDAY-SUNDAY,0-11,2,17,OPS_TEMPORARY
580144,SUNDAY-SUNDAY,12-14,2,17,OPS_TEMPORARY
580144,SUNDAY-SUNDAY,15-18,2,17,OPS_TEMPORARY
580144,SUNDAY-SUNDAY,19-21,2,17,OPS_TEMPORARY
580144,SUNDAY-SUNDAY,22-23,2,17,OPS_TEMPORARY
580144,THURSDAY-THURSDAY,0-11,2,15,OPS_TEMPORARY
580144,THURSDAY-THURSDAY,12-14,2,17,OPS_TEMPORARY
580144,THURSDAY-THURSDAY,15-18,2,15,OPS_TEMPORARY
580144,THURSDAY-THURSDAY,19-21,2,17,OPS_TEMPORARY
580144,THURSDAY-THURSDAY,22-23,2,15,OPS_TEMPORARY
580144,TUESDAY-TUESDAY,0-11,2,13,OPS_TEMPORARY
580144,TUESDAY-TUESDAY,12-14,2,15,OPS_TEMPORARY
580144,TUESDAY-TUESDAY,15-18,2,13,OPS_TEMPORARY
580144,TUESDAY-TUESDAY,19-21,2,17,OPS_TEMPORARY
580144,TUESDAY-TUESDAY,22-23,2,13,OPS_TEMPORARY
580144,WEDNESDAY-WEDNESDAY,0-11,2,17,OPS_TEMPORARY
580144,WEDNESDAY-WEDNESDAY,12-14,2,17,OPS_TEMPORARY
580144,WEDNESDAY-WEDNESDAY,15-18,2,17,OPS_TEMPORARY
580144,WEDNESDAY-WEDNESDAY,19-21,2,17,OPS_TEMPORARY
580144,WEDNESDAY-WEDNESDAY,22-23,2,17,OPS_TEMPORARY
592110,FRIDAY-FRIDAY,0-11,2,15,OPS_TEMPORARY
592110,FRIDAY-FRIDAY,12-14,2,15,OPS_TEMPORARY
592110,FRIDAY-FRIDAY,15-18,2,15,OPS_TEMPORARY
592110,FRIDAY-FRIDAY,19-21,2,15,OPS_TEMPORARY
592110,FRIDAY-FRIDAY,22-23,2,15,OPS_TEMPORARY
592110,MONDAY-MONDAY,0-11,2,15,OPS_TEMPORARY
592110,MONDAY-MONDAY,12-14,2,15,OPS_TEMPORARY
592110,MONDAY-MONDAY,15-18,2,15,OPS_TEMPORARY
592110,MONDAY-MONDAY,19-21,2,14,OPS_TEMPORARY
592110,MONDAY-MONDAY,22-23,2,15,OPS_TEMPORARY
592110,SATURDAY-SATURDAY,0-11,2,15,OPS_TEMPORARY
592110,SATURDAY-SATURDAY,12-14,2,15,OPS_TEMPORARY
592110,SATURDAY-SATURDAY,15-18,2,15,OPS_TEMPORARY
592110,SATURDAY-SATURDAY,19-21,2,15,OPS_TEMPORARY
592110,SATURDAY-SATURDAY,22-23,2,15,OPS_TEMPORARY
592110,SUNDAY-SUNDAY,0-11,2,14,OPS_TEMPORARY
592110,SUNDAY-SUNDAY,12-14,2,15,OPS_TEMPORARY
592110,SUNDAY-SUNDAY,15-18,2,14,OPS_TEMPORARY
592110,SUNDAY-SUNDAY,19-21,2,15,OPS_TEMPORARY
592110,SUNDAY-SUNDAY,22-23,2,14,OPS_TEMPORARY
592110,THURSDAY-THURSDAY,0-11,2,13,OPS_TEMPORARY
592110,THURSDAY-THURSDAY,12-14,2,15,OPS_TEMPORARY
592110,THURSDAY-THURSDAY,15-18,2,13,OPS_TEMPORARY
