CODE,DAY-RANGE,HOUR-RANGE,PREPARATION-BUFFER,PREPARATION-TIME,STRATEGY
134442,SUNDAY-SUNDAY,12-14,2,12,OPS_TEMPORARY
134442,SUNDAY-SUNDAY,15-18,2,12,OPS_TEMPORARY
134442,SUNDAY-SUNDAY,19-21,2,12,OPS_TEMPORARY
134442,SUNDAY-SUNDAY,22-23,2,12,OPS_TEMPORARY
134442,THURSDAY-THURSDAY,0-11,2,12,OPS_TEMPORARY
134442,THURSDAY-THURSDAY,12-14,2,12,OPS_TEMPORARY
134442,THURSDAY-THURSDAY,15-18,2,12,OPS_TEMPORARY
134442,THURSDAY-THURSDAY,19-21,2,12,OPS_TEMPORARY
134442,THURSDAY-THURSDAY,22-23,2,12,OPS_TEMPORARY
134442,TUESDAY-TUESDAY,0-11,2,12,OPS_TEMPORARY
134442,TUESDAY-TUESDAY,12-14,2,12,OPS_TEMPORARY
134442,TUESDAY-TUESDAY,15-18,2,12,OPS_TEMPORARY
134442,TUESDAY-TUESDAY,19-21,2,12,OPS_TEMPORARY
134442,TUESDAY-TUESDAY,22-23,2,12,OPS_TEMPORARY
134442,WEDNESDAY-WEDNESDAY,0-11,2,12,OPS_TEMPORARY
134442,WEDNESDAY-WEDNESDAY,12-14,2,12,OPS_TEMPORARY
134442,WEDNESDAY-WEDNESDAY,15-18,2,12,OPS_TEMPORARY
134442,WEDNESDAY-WEDNESDAY,19-21,2,12,OPS_TEMPORARY
134442,WEDNESDAY-WEDNESDAY,22-23,2,12,OPS_TEMPORARY
134472,FRIDAY-FRIDAY,0-11,2,12,OPS_TEMPORARY
134472,FRIDAY-FRIDAY,12-14,2,12,OPS_TEMPORARY
134472,FRIDAY-FRIDAY,15-18,2,12,OPS_TEMPORARY
134472,FRIDAY-FRIDAY,19-21,2,12,OPS_TEMPORARY
134472,FRIDAY-FRIDAY,22-23,2,12,OPS_TEMPORARY
134472,MONDAY-MONDAY,0-11,2,12,OPS_TEMPORARY
134472,MONDAY-MONDAY,12-14,2,12,OPS_TEMPORARY
134472,MONDAY-MONDAY,15-18,2,12,OPS_TEMPORARY
134472,MONDAY-MONDAY,19-21,2,12,OPS_TEMPORARY
134472,MONDAY-MONDAY,22-23,2,12,OPS_TEMPORARY
134472,SATURDAY-SATURDAY,0-11,2,12,OPS_TEMPORARY
134472,SATURDAY-SATURDAY,12-14,2,12,OPS_TEMPORARY
134472,SATURDAY-SATURDAY,15-18,2,12,OPS_TEMPORARY
134472,SATURDAY-SATURDAY,19-21,2,12,OPS_TEMPORARY
134472,SATURDAY-SATURDAY,22-23,2,12,OPS_TEMPORARY
134472,SUNDAY-SUNDAY,0-11,2,12,OPS_TEMPORARY
134472,SUNDAY-SUNDAY,12-14,2,12,OPS_TEMPORARY
134472,SUNDAY-SUNDAY,15-18,2,12,OPS_TEMPORARY
134472,SUNDAY-SUNDAY,19-21,2,12,OPS_TEMPORARY
134472,SUNDAY-SUNDAY,22-23,2,12,OPS_TEMPORARY
134472,THURSDAY-THURSDAY,0-11,2,12,OPS_TEMPORARY
134472,THURSDAY-THURSDAY,12-14,2,12,OPS_TEMPORARY
134472,THURSDAY-THURSDAY,15-18,2,12,OPS_TEMPORARY
134472,THURSDAY-THURSDAY,19-21,2,12,OPS_TEMPORARY
134472,THURSDAY-THURSDAY,22-23,2,12,OPS_TEMPORARY
134472,TUESDAY-TUESDAY,0-11,2,12,OPS_TEMPORARY
134472,TUESDAY-TUESDAY,12-14,2,12,OPS_TEMPORARY
134472,TUESDAY-TUESDAY,15-18,2,12,OPS_TEMPORARY
134472,TUESDAY-TUESDAY,19-21,2,12,OPS_TEMPORARY
134472,TUESDAY-TUESDAY,22-23,2,12,OPS_TEMPORARY
134472,WEDNESDAY-WEDNESDAY,0-11,2,12,OPS_TEMPORARY
134472,WEDNESDAY-WEDNESDAY,12-14,2,12,OPS_TEMPORARY
134472,WEDNESDAY-WEDNESDAY,15-18,2,12,OPS_TEMPORARY
134472,WEDNESDAY-WEDNESDAY,19-21,2,12,OPS_TEMPORARY
134472,WEDNESDAY-WEDNESDAY,22-23,2,12,OPS_TEMPORARY
134475,FRIDAY-FRIDAY,0-11,2,11,OPS_TEMPORARY
134475,FRIDAY-FRIDAY,12-14,2,11,OPS_TEMPORARY
134475,FRIDAY-FRIDAY,15-18,2,11,OPS_TEMPORARY
134475,FRIDAY-FRIDAY,19-21,2,11,OPS_TEMPORARY
134475,FRIDAY-FRIDAY,22-23,2,11,OPS_TEMPORARY
134475,MONDAY-MONDAY,0-11,2,11,OPS_TEMPORARY
134475,MONDAY-MONDAY,12-14,2,11,OPS_TEMPORARY
134475,MONDAY-MONDAY,15-18,2,11,OPS_TEMPORARY
134475,MONDAY-MONDAY,19-21,2,11,OPS_TEMPORARY
134475,MONDAY-MONDAY,22-23,2,11,OPS_TEMPORARY
134475,SATURDAY-SATURDAY,0-11,2,11,OPS_TEMPORARY
134475,SATURDAY-SATURDAY,12-14,2,11,OPS_TEMPORARY
134475,SATURDAY-SATURDAY,15-18,2,11,OPS_TEMPORARY
134475,SATURDAY-SATURDAY,19-21,2,11,OPS_TEMPORARY
134475,SATURDAY-SATURDAY,22-23,2,11,OPS_TEMPORARY
134475,SUNDAY-SUNDAY,0-11,2,11,OPS_TEMPORARY
134475,SUNDAY-SUNDAY,12-14,2,11,OPS_TEMPORARY
134475,SUNDAY-SUNDAY,15-18,2,11,OPS_TEMPORARY
134475,SUNDAY-SUNDAY,19-21,2,11,OPS_TEMPORARY
134475,SUNDAY-SUNDAY,22-23,2,11,OPS_TEMPORARY
134475,THURSDAY-THURSDAY,0-11,2,11,OPS_TEMPORARY
134475,THURSDAY-THURSDAY,12-14,2,11,OPS_TEMPORARY
134475,THURSDAY-THURSDAY,15-18,2,11,OPS_TEMPORARY
134475,THURSDAY-THURSDAY,19-21,2,11,OPS_TEMPORARY
134475,THURSDAY-THURSDAY,22-23,2,11,OPS_TEMPORARY
134475,TUESDAY-TUESDAY,0-11,2,11,OPS_TEMPORARY
134475,TUESDAY-TUESDAY,12-14,2,11,OPS_TEMPORARY
134475,TUESDAY-TUESDAY,15-18,2,11,OPS_TEMPORARY
134475,TUESDAY-TUESDAY,19-21,2,11,OPS_TEMPORARY
134475,TUESDAY-TUESDAY,22-23,2,11,OPS_TEMPORARY
134475,WEDNESDAY-WEDNESDAY,0-11,2,11,OPS_TEMPORARY
134475,WEDNESDAY-WEDNESDAY,12-14,2,11,OPS_TEMPORARY
134475,WEDNESDAY-WEDNESDAY,15-18,2,11,OPS_TEMPORARY
134475,WEDNESDAY-WEDNESDAY,19-21,2,11,OPS_TEMPORARY
134475,WEDNESDAY-WEDNESDAY,22-23,2,11,OPS_TEMPORARY
140568,FRIDAY-FRIDAY,0-11,2,12,OPS_TEMPORARY
140568,FRIDAY-FRIDAY,12-14,2,12,OPS_TEMPORARY
140568,FRIDAY-FRIDAY,15-18,2,12,OPS_TEMPORARY
140568,FRIDAY-FRIDAY,19-21,2,12,OPS_TEMPORARY
140568,FRIDAY-FRIDAY,22-23,2,12,OPS_TEMPORARY
140568,MONDAY-MONDAY,0-11,2,6,OPS_TEMPORARY
140568,MONDAY-MONDAY,12-14,2,12,OPS_TEMPORARY
140568,MONDAY-MONDAY,15-18,2,6,OPS_TEMPORARY
140568,MONDAY-MONDAY,19-21,2,7,OPS_TEMPORARY
140568,MONDAY-MONDAY,22-23,2,6,OPS_TEMPORARY
140568,SATURDAY-SATURDAY,0-11,2,12,OPS_TEMPORARY
140568,SATURDAY-SATURDAY,12-14,2,12,OPS_TEMPORARY
140568,SATURDAY-SATURDAY,15-18,2,12,OPS_TEMPORARY
140568,SATURDAY-SATURDAY,19-21,2,12,OPS_TEMPORARY
140568,SATURDAY-SATURDAY,22-23,2,12,OPS_TEMPORARY
140568,SUNDAY-SUNDAY,0-11,2,12,OPS_TEMPORARY
140568,SUNDAY-SUNDAY,12-14,2,12,OPS_TEMPORARY
140568,SUNDAY-SUNDAY,15-18,2,12,OPS_TEMPORARY
140568,SUNDAY-SUNDAY,19-21,2,12,OPS_TEMPORARY
140568,SUNDAY-SUNDAY,22-23,2,12,OPS_TEMPORARY
140568,THURSDAY-THURSDAY,0-11,2,6,OPS_TEMPORARY
140568,THURSDAY-THURSDAY,12-14,2,6,OPS_TEMPORARY
140568,THURSDAY-THURSDAY,15-18,2,6,OPS_TEMPORARY
140568,THURSDAY-THURSDAY,19-21,2,7,OPS_TEMPORARY
140568,THURSDAY-THURSDAY,22-23,2,6,OPS_TEMPORARY
140568,TUESDAY-TUESDAY,0-11,2,6,OPS_TEMPORARY
140568,TUESDAY-TUESDAY,12-14,2,6,OPS_TEMPORARY
140568,TUESDAY-TUESDAY,15-18,2,6,OPS_TEMPORARY
140568,TUESDAY-TUESDAY,19-21,2,7,OPS_TEMPORARY
140568,TUESDAY-TUESDAY,22-23,2,6,OPS_TEMPORARY
140568,WEDNESDAY-WEDNESDAY,0-11,2,6,OPS_TEMPORARY
140568,WEDNESDAY-WEDNESDAY,12-14,2,6,OPS_TEMPORARY
140568,WEDNESDAY-WEDNESDAY,15-18,2,6,OPS_TEMPORARY
140568,WEDNESDAY-WEDNESDAY,19-21,2,7,OPS_TEMPORARY
140568,WEDNESDAY-WEDNESDAY,22-23,2,6,OPS_TEMPORARY
148636,FRIDAY-FRIDAY,0-11,2,12,OPS_TEMPORARY
148636,FRIDAY-FRIDAY,12-14,2,12,OPS_TEMPORARY
148636,FRIDAY-FRIDAY,15-18,2,12,OPS_TEMPORARY
148636,FRIDAY-FRIDAY,19-21,2,12,OPS_TEMPORARY
148636,FRIDAY-FRIDAY,22-23,2,12,OPS_TEMPORARY
148636,MONDAY-MONDAY,0-11,2,12,OPS_TEMPORARY
148636,MONDAY-MONDAY,12-14,2,12,OPS_TEMPORARY
148636,MONDAY-MONDAY,15-18,2,12,OPS_TEMPORARY
148636,MONDAY-MONDAY,19-21,2,12,OPS_TEMPORARY
148636,MONDAY-MONDAY,22-23,2,12,OPS_TEMPORARY
148636,SATURDAY-SATURDAY,0-11,2,12,OPS_TEMPORARY
148636,SATURDAY-SATURDAY,12-14,2,12,OPS_TEMPORARY
148636,SATURDAY-SATURDAY,15-18,2,12,OPS_TEMPORARY
148636,SATURDAY-SATURDAY,19-21,2,12,OPS_TEMPORARY
148636,SATURDAY-SATURDAY,22-23,2,12,OPS_TEMPORARY
148636,SUNDAY-SUNDAY,0-11,2,12,OPS_TEMPORARY
148636,SUNDAY-SUNDAY,12-14,2,12,OPS_TEMPORARY
148636,SUNDAY-SUNDAY,15-18,2,12,OPS_TEMPORARY
148636,SUNDAY-SUNDAY,19-21,2,12,OPS_TEMPORARY
148636,SUNDAY-SUNDAY,22-23,2,12,OPS_TEMPORARY
148636,THURSDAY-THURSDAY,0-11,2,11,OPS_TEMPORARY
148636,THURSDAY-THURSDAY,12-14,2,11,OPS_TEMPORARY
148636,THURSDAY-THURSDAY,15-18,2,11,OPS_TEMPORARY
148636,THURSDAY-THURSDAY,19-21,2,11,OPS_TEMPORARY
148636,THURSDAY-THURSDAY,22-23,2,11,OPS_TEMPORARY
148636,TUESDAY-TUESDAY,0-11,2,12,OPS_TEMPORARY
148636,TUESDAY-TUESDAY,12-14,2,12,OPS_TEMPORARY
148636,TUESDAY-TUESDAY,15-18,2,12,OPS_TEMPORARY
148636,TUESDAY-TUESDAY,19-21,2,12,OPS_TEMPORARY
148636,TUESDAY-TUESDAY,22-23,2,12,OPS_TEMPORARY
148636,WEDNESDAY-WEDNESDAY,0-11,2,10,OPS_TEMPORARY
148636,WEDNESDAY-WEDNESDAY,12-14,2,12,OPS_TEMPORARY
148636,WEDNESDAY-WEDNESDAY,15-18,2,10,OPS_TEMPORARY
148636,WEDNESDAY-WEDNESDAY,19-21,2,11,OPS_TEMPORARY
148636,WEDNESDAY-WEDNESDAY,22-23,2,10,OPS_TEMPORARY
149453,FRIDAY-FRIDAY,0-11,2,11,OPS_TEMPORARY
149453,FRIDAY-FRIDAY,12-14,2,11,OPS_TEMPORARY
149453,FRIDAY-FRIDAY,15-18,2,11,OPS_TEMPORARY
149453,FRIDAY-FRIDAY,19-21,2,11,OPS_TEMPORARY
149453,FRIDAY-FRIDAY,22-23,2,11,OPS_TEMPORARY
149453,MONDAY-MONDAY,0-11,2,11,OPS_TEMPORARY
149453,MONDAY-MONDAY,12-14,2,11,OPS_TEMPORARY
149453,MONDAY-MONDAY,15-18,2,11,OPS_TEMPORARY
149453,MONDAY-MONDAY,19-21,2,11,OPS_TEMPORARY
149453,MONDAY-MONDAY,22-23,2,11,OPS_TEMPORARY
149453,SATURDAY-SATURDAY,0-11,2,11,OPS_TEMPORARY
149453,SATURDAY-SATURDAY,12-14,2,11,OPS_TEMPORARY
149453,SATURDAY-SATURDAY,15-18,2,11,OPS_TEMPORARY
149453,SATURDAY-SATURDAY,19-21,2,11,OPS_TEMPORARY
149453,SATURDAY-SATURDAY,22-23,2,11,OPS_TEMPORARY
149453,SUNDAY-SUNDAY,0-11,2,11,OPS_TEMPORARY
149453,SUNDAY-SUNDAY,12-14,2,11,OPS_TEMPORARY
149453,SUNDAY-SUNDAY,15-18,2,11,OPS_TEMPORARY
149453,SUNDAY-SUNDAY,19-21,2,11,OPS_TEMPORARY
149453,SUNDAY-SUNDAY,22-23,2,11,OPS_TEMPORARY
149453,THURSDAY-THURSDAY,0-11,2,11,OPS_TEMPORARY
149453,THURSDAY-THURSDAY,12-14,2,11,OPS_TEMPORARY
149453,THURSDAY-THURSDAY,15-18,2,11,OPS_TEMPORARY
149453,THURSDAY-THURSDAY,19-21,2,11,OPS_TEMPORARY
149453,THURSDAY-THURSDAY,22-23,2,11,OPS_TEMPORARY
149453,TUESDAY-TUESDAY,0-11,2,11,OPS_TEMPORARY
149453,TUESDAY-TUESDAY,12-14,2,11,OPS_TEMPORARY
149453,TUESDAY-TUESDAY,15-18,2,11,OPS_TEMPORARY
149453,TUESDAY-TUESDAY,19-21,2,11,OPS_TEMPORARY
149453,TUESDAY-TUESDAY,22-23,2,11,OPS_TEMPORARY
149453,WEDNESDAY-WEDNESDAY,0-11,2,11,OPS_TEMPORARY
149453,WEDNESDAY-WEDNESDAY,12-14,2,11,OPS_TEMPORARY
149453,WEDNESDAY-WEDNESDAY,15-18,2,11,OPS_TEMPORARY
149453,WEDNESDAY-WEDNESDAY,19-21,2,11,OPS_TEMPORARY
149453,WEDNESDAY-WEDNESDAY,22-23,2,11,OPS_TEMPORARY
151214,FRIDAY-FRIDAY,0-11,2,14,OPS_TEMPORARY
151214,FRIDAY-FRIDAY,12-14,2,14,OPS_TEMPORARY
151214,FRIDAY-FRIDAY,15-18,2,14,OPS_TEMPORARY
151214,FRIDAY-FRIDAY,19-21,2,14,OPS_TEMPORARY
151214,FRIDAY-FRIDAY,22-23,2,14,OPS_TEMPORARY
151214,MONDAY-MONDAY,0-11,2,14,OPS_TEMPORARY
151214,MONDAY-MONDAY,12-14,2,14,OPS_TEMPORARY
151214,MONDAY-MONDAY,15-18,2,14,OPS_TEMPORARY
151214,MONDAY-MONDAY,19-21,2,14,OPS_TEMPORARY
151214,MONDAY-MONDAY,22-23,2,14,OPS_TEMPORARY
151214,SATURDAY-SATURDAY,0-11,2,14,OPS_TEMPORARY
151214,SATURDAY-SATURDAY,12-14,2,14,OPS_TEMPORARY
151214,SATURDAY-SATURDAY,15-18,2,14,OPS_TEMPORARY
151214,SATURDAY-SATURDAY,19-21,2,14,OPS_TEMPORARY
151214,SATURDAY-SATURDAY,22-23,2,14,OPS_TEMPORARY
151214,SUNDAY-SUNDAY,0-11,2,14,OPS_TEMPORARY
151214,SUNDAY-SUNDAY,12-14,2,14,OPS_TEMPORARY
151214,SUNDAY-SUNDAY,15-18,2,14,OPS_TEMPORARY
151214,SUNDAY-SUNDAY,19-21,2,14,OPS_TEMPORARY
151214,SUNDAY-SUNDAY,22-23,2,14,OPS_TEMPORARY
151214,THURSDAY-THURSDAY,0-11,2,14,OPS_TEMPORARY
151214,THURSDAY-THURSDAY,12-14,2,14,OPS_TEMPORARY
151214,THURSDAY-THURSDAY,15-18,2,14,OPS_TEMPORARY
151214,THURSDAY-THURSDAY,19-21,2,14,OPS_TEMPORARY
151214,THURSDAY-THURSDAY,22-23,2,14,OPS_TEMPORARY
151214,TUESDAY-TUESDAY,0-11,2,14,OPS_TEMPORARY
151214,TUESDAY-TUESDAY,12-14,2,13,OPS_TEMPORARY
151214,TUESDAY-TUESDAY,15-18,2,14,OPS_TEMPORARY
151214,TUESDAY-TUESDAY,19-21,2,14,OPS_TEMPORARY
151214,TUESDAY-TUESDAY,22-23,2,14,OPS_TEMPORARY
151214,WEDNESDAY-WEDNESDAY,0-11,2,14,OPS_TEMPORARY
151214,WEDNESDAY-WEDNESDAY,12-14,2,14,OPS_TEMPORARY
151214,WEDNESDAY-WEDNESDAY,15-18,2,14,OPS_TEMPORARY
151214,WEDNESDAY-WEDNESDAY,19-21,2,14,OPS_TEMPORARY
151214,WEDNESDAY-WEDNESDAY,22-23,2,14,OPS_TEMPORARY
161827,FRIDAY-FRIDAY,0-11,2,15,OPS_TEMPORARY
161827,FRIDAY-FRIDAY,12-14,2,17,OPS_TEMPORARY
161827,FRIDAY-FRIDAY,15-18,2,15,OPS_TEMPORARY
161827,FRIDAY-FRIDAY,19-21,2,17,OPS_TEMPORARY
161827,FRIDAY-FRIDAY,22-23,2,15,OPS_TEMPORARY
161827,MONDAY-MONDAY,0-11,2,14,OPS_TEMPORARY
161827,MONDAY-MONDAY,12-14,2,14,OPS_TEMPORARY
161827,MONDAY-MONDAY,15-18,2,14,OPS_TEMPORARY
161827,MONDAY-MONDAY,19-21,2,16,OPS_TEMPORARY
161827,MONDAY-MONDAY,22-23,2,14,OPS_TEMPORARY
161827,SATURDAY-SATURDAY,0-11,2,17,OPS_TEMPORARY
161827,SATURDAY-SATURDAY,12-14,2,17,OPS_TEMPORARY
161827,SATURDAY-SATURDAY,15-18,2,17,OPS_TEMPORARY
161827,SATURDAY-SATURDAY,19-21,2,17,OPS_TEMPORARY
161827,SATURDAY-SATURDAY,22-23,2,17,OPS_TEMPORARY
161827,SUNDAY-SUNDAY,0-11,2,17,OPS_TEMPORARY
161827,SUNDAY-SUNDAY,12-14,2,17,OPS_TEMPORARY
161827,SUNDAY-SUNDAY,15-18,2,17,OPS_TEMPORARY
161827,SUNDAY-SUNDAY,19-21,2,17,OPS_TEMPORARY
161827,SUNDAY-SUNDAY,22-23,2,17,OPS_TEMPORARY
161827,THURSDAY-THURSDAY,0-11,2,15,OPS_TEMPORARY
161827,THURSDAY-THURSDAY,12-14,2,17,OPS_TEMPORARY
161827,THURSDAY-THURSDAY,15-18,2,15,OPS_TEMPORARY
